,ID,datetime,temperature,var1,pressure,windspeed,var2,electricity_consumption,ec,ws,hour,month,ec_shift
12746,16850,2015-06-03 02:00:00,-7.9,-7.9,990.0,3.555,A,591.0,6.3818160174060985,1.2683550632552043,2,6,6.371611847231857
12747,16851,2015-06-03 03:00:00,-10.0,-10.0,987.0,6.345,A,582.0,6.366470447731438,1.847667101166351,3,6,6.3561076606958915
12748,16852,2015-06-03 04:00:00,-7.1,-7.1,994.0,9.475,A,228.0,5.429345628954441,2.24865675096849,4,6,6.3818160174060985
12749,16853,2015-06-03 05:00:00,-8.6,-11.4,987.0,10.14,A,180.0,5.19295685089021,2.316487998163037,5,6,6.366470447731438
12750,16854,2015-06-03 06:00:00,-7.1,-10.0,995.0,17.415,A,186.0,5.225746673713202,2.8573319038179643,6,6,5.429345628954441
12751,16855,2015-06-03 07:00:00,-4.3,-12.1,1000.0,26.215,A,192.0,5.2574953720277815,3.266331766024496,7,6,5.19295685089021
12752,16856,2015-06-03 08:00:00,-5.7,-15.7,985.0,35.405,A,192.0,5.2574953720277815,3.5668530531037375,8,6,5.225746673713202
12753,16857,2015-06-03 09:00:00,-5.0,-15.0,996.0,42.83,A,210.0,5.3471075307174685,3.7572387916272794,9,6,5.2574953720277815
12754,16858,2015-06-03 10:00:00,-2.9,-15.0,990.0,45.71,A,216.0,5.375278407684165,3.822317092343653,10,6,5.2574953720277815
12755,16859,2015-06-03 11:00:00,-1.4,-17.1,1000.0,53.11,A,192.0,5.2574953720277815,3.972365234434308,11,6,5.3471075307174685
12756,16860,2015-06-03 12:00:00,-0.7,-15.0,992.0,60.635,A,201.0,5.303304908059076,4.1048722841087555,12,6,5.375278407684165
12757,16861,2015-06-03 13:00:00,-2.9,-15.7,988.0,67.535,A,192.0,5.2574953720277815,4.212645982012727,13,6,5.2574953720277815
12758,16862,2015-06-03 14:00:00,-2.9,-17.1,990.0,75.06,A,216.0,5.375278407684165,4.318287793706875,14,6,5.303304908059076
12759,16863,2015-06-03 15:00:00,-0.7,-18.6,999.0,83.11,A,213.0,5.3612921657094255,4.420165031564935,15,6,5.2574953720277815
12760,16864,2015-06-03 16:00:00,-3.6,-15.7,983.0,90.16,A,201.0,5.303304908059076,4.501585869731521,16,6,5.375278407684165
12761,16865,2015-06-03 17:00:00,-3.6,-16.4,994.0,97.56,A,204.0,5.318119993844216,4.580467573347719,17,6,5.3612921657094255
12762,16866,2015-06-03 18:00:00,-2.9,-17.9,1000.0,104.96,A,186.0,5.225746673713202,4.653579325195778,18,6,5.303304908059076
12763,16867,2015-06-03 19:00:00,-5.0,-17.1,985.0,110.395,A,195.0,5.272999558563747,4.704064842962306,19,6,5.318119993844216
12764,16868,2015-06-03 20:00:00,-3.6,-15.7,1000.0,115.415,A,219.0,5.389071729816501,4.748534328295961,20,6,5.225746673713202
12765,16869,2015-06-03 21:00:00,-8.6,-15.0,998.0,1.515,A,234.0,5.455321115357702,0.4154154389613324,21,6,5.272999558563747
12766,16870,2015-06-03 22:00:00,-8.6,-12.9,995.0,2.14,A,216.0,5.375278407684165,0.7608058290337602,22,6,5.389071729816501
12767,16871,2015-06-03 23:00:00,-7.1,-13.6,990.0,2.59,A,237.0,5.4680601411351315,0.9516578757114463,23,6,5.455321115357702
12768,16872,2015-06-04 00:00:00,-7.9,-13.6,993.0,3.165,A,222.0,5.402677381872279,1.1521530555961395,0,6,5.375278407684165
12769,16873,2015-06-04 01:00:00,-7.9,-12.9,995.0,5.92,A,234.0,5.455321115357702,1.7783364488959144,1,6,5.4680601411351315
12770,16874,2015-06-04 02:00:00,-8.6,-11.4,1000.0,9.3,A,252.0,5.529429087511423,2.2300144001592104,2,6,5.402677381872279
12771,16875,2015-06-04 03:00:00,-7.9,-12.1,1003.0,2.515,A,246.0,5.5053315359323625,0.9222728035517026,3,6,5.455321115357702
12772,16876,2015-06-04 04:00:00,-8.6,-11.4,999.0,1.515,A,285.0,5.652489180268651,0.4154154389613324,4,6,5.529429087511423
12773,16877,2015-06-04 05:00:00,-11.4,-13.6,982.0,2.515,A,312.0,5.7430031878094825,0.9222728035517026,5,6,5.5053315359323625
12774,16878,2015-06-04 06:00:00,-11.4,-12.9,985.0,2.53,A,291.0,5.673323267171493,0.9282193027394288,6,6,5.652489180268651
12775,16879,2015-06-04 07:00:00,-11.4,-13.6,1002.0,4.045,A,288.0,5.662960480135946,1.397481550510455,7,6,5.7430031878094825
12776,16880,2015-06-04 08:00:00,-10.7,-10.7,993.0,1.765,A,282.0,5.641907070938114,0.56815069038526,8,6,5.673323267171493
12777,16881,2015-06-04 09:00:00,-6.4,-10.7,989.0,3.53,A,315.0,5.752572638825633,1.2612978709452054,9,6,5.662960480135946
12778,16882,2015-06-04 10:00:00,-6.4,-10.7,994.0,4.42,A,258.0,5.552959584921617,1.4861396960896067,10,6,5.641907070938114
12779,16883,2015-06-04 11:00:00,-3.6,-9.3,984.0,2.415,A,285.0,5.652489180268651,0.881699287104536,11,6,5.752572638825633
12780,16884,2015-06-04 12:00:00,-5.0,-10.7,990.0,2.64,A,291.0,5.673323267171493,0.9707789171582248,12,6,5.552959584921617
12781,16885,2015-06-04 13:00:00,-3.6,-15.0,994.0,3.155,A,324.0,5.780743515792329,1.1489884959931764,13,6,5.652489180268651
12782,16886,2015-06-04 14:00:00,-2.1,-12.9,995.0,4.045,A,312.0,5.7430031878094825,1.397481550510455,14,6,5.673323267171493
12783,16887,2015-06-04 15:00:00,-0.7,-12.1,989.0,4.8100000000000005,A,339.0,5.82600010738045,1.57069708411767,15,6,5.780743515792329
12784,16888,2015-06-04 16:00:00,-2.9,-15.0,983.0,2.665,A,348.0,5.8522024797744745,0.9802040576178078,16,6,5.7430031878094825
12785,16889,2015-06-04 17:00:00,-5.7,-11.4,997.0,3.165,A,330.0,5.799092654460526,1.1521530555961395,17,6,5.82600010738045
12786,16890,2015-06-04 18:00:00,-3.6,-12.9,981.0,5.205,A,363.0,5.8944028342648505,1.6496197020669323,18,6,5.8522024797744745
12787,16891,2015-06-04 19:00:00,-7.1,-10.7,982.0,2.39,A,348.0,5.8522024797744745,0.8712933659434193,19,6,5.799092654460526
12788,16892,2015-06-04 20:00:00,-9.3,-10.7,1001.0,3.415,A,321.0,5.771441123130016,1.2281774930227534,20,6,5.8944028342648505
12789,16893,2015-06-04 21:00:00,-5.7,-10.0,996.0,2.415,A,279.0,5.631211781821365,0.881699287104536,21,6,5.8522024797744745
12790,16894,2015-06-04 22:00:00,-5.7,-14.3,988.0,5.67,A,258.0,5.552959584921617,1.7351891177396608,22,6,5.771441123130016
12791,16895,2015-06-04 23:00:00,-5.7,-14.3,993.0,2.265,A,237.0,5.4680601411351315,0.8175747589349974,23,6,5.631211781821365
12792,16896,2015-06-05 00:00:00,-7.1,-12.1,998.0,2.53,A,231.0,5.442417710521793,0.9282193027394288,0,6,5.552959584921617
12793,16897,2015-06-05 01:00:00,-10.7,-12.9,994.0,3.355,A,225.0,5.41610040220442,1.210451770423645,1,6,5.4680601411351315
12794,16898,2015-06-05 02:00:00,-8.6,-13.6,987.0,3.745,A,225.0,5.41610040220442,1.320421616969183,2,6,5.442417710521793
12795,16899,2015-06-05 03:00:00,-7.1,-16.4,999.0,5.77,A,210.0,5.3471075307174685,1.7526720805200082,3,6,5.41610040220442
12796,16900,2015-06-05 04:00:00,-4.3,-14.3,985.0,13.045,A,210.0,5.3471075307174685,2.568404918588692,4,6,5.41610040220442
12797,16901,2015-06-05 05:00:00,-4.3,-14.3,1000.0,20.595,A,198.0,5.288267030694535,3.025048327888044,5,6,5.3471075307174685
12798,16902,2015-06-05 06:00:00,-6.4,-15.7,984.0,25.265,A,183.0,5.209486152841421,3.229420038743872,6,6,5.3471075307174685
12799,16903,2015-06-05 07:00:00,-5.7,-18.6,995.0,31.325,A,186.0,5.225746673713202,3.444416500782132,7,6,5.288267030694535
12800,16904,2015-06-05 08:00:00,-6.4,-17.1,986.0,37.385,A,183.0,5.209486152841421,3.621269554451879,8,6,5.209486152841421
12801,16905,2015-06-05 09:00:00,-5.0,-17.1,984.0,43.195,A,189.0,5.241747015059643,3.7657247478108475,9,6,5.225746673713202
12802,16906,2015-06-05 10:00:00,-5.0,-18.6,994.0,51.885,A,210.0,5.3471075307174685,3.9490297310572418,10,6,5.209486152841421
12803,16907,2015-06-05 11:00:00,-4.3,-21.4,990.0,64.205,A,198.0,5.288267030694535,4.162081089283237,11,6,5.241747015059643
12804,16908,2015-06-05 12:00:00,-4.3,-17.9,1004.0,75.4,A,201.0,5.303304908059076,4.32280727501391,12,6,5.3471075307174685
12805,16909,2015-06-05 13:00:00,-6.4,-20.0,987.0,86.83,A,207.0,5.332718793265369,4.463952184072554,13,6,5.288267030694535
12806,16910,2015-06-05 14:00:00,-5.0,-21.4,992.0,97.535,A,189.0,5.241747015059643,4.580211287946896,14,6,5.303304908059076
12807,16911,2015-06-05 15:00:00,-5.0,-22.1,1000.0,107.59,A,213.0,5.3612921657094255,4.678327706605818,15,6,5.332718793265369
12808,16912,2015-06-05 16:00:00,-7.1,-19.3,993.0,116.14,A,183.0,5.209486152841421,4.754796359943904,16,6,5.241747015059643
12809,16913,2015-06-05 17:00:00,-7.9,-18.6,992.0,122.075,A,189.0,5.241747015059643,4.804635609947724,17,6,5.3612921657094255
12810,16914,2015-06-05 18:00:00,-7.9,-17.9,990.0,127.76,A,204.0,5.318119993844216,4.850153503906757,18,6,5.209486152841421
12811,16915,2015-06-05 19:00:00,-7.1,-19.3,998.0,133.32,A,213.0,5.3612921657094255,4.8927522534395385,19,6,5.241747015059643
12812,16916,2015-06-05 20:00:00,-9.3,-20.0,989.0,136.575,A,195.0,5.272999558563747,4.916873914281782,20,6,5.318119993844216
12813,16917,2015-06-05 21:00:00,-10.0,-17.1,995.0,2.915,A,219.0,5.389071729816501,1.0698698198024557,21,6,5.3612921657094255
12814,16918,2015-06-05 22:00:00,-10.7,-16.4,994.0,2.64,A,210.0,5.3471075307174685,0.9707789171582248,22,6,5.272999558563747
12815,16919,2015-06-05 23:00:00,-10.7,-17.1,1005.0,2.515,A,216.0,5.375278407684165,0.9222728035517026,23,6,5.389071729816501
12816,16920,2015-06-06 00:00:00,-10.7,-15.7,1001.0,3.28,A,213.0,5.3612921657094255,1.1878434223960523,0,6,5.3471075307174685
12817,16921,2015-06-06 01:00:00,-10.7,-15.0,996.0,4.445,A,252.0,5.529429087511423,1.491779868965868,1,6,5.375278407684165
12818,16922,2015-06-06 02:00:00,-11.4,-17.1,997.0,1.515,A,255.0,5.541263545158426,0.4154154389613324,2,6,5.3612921657094255
12819,16923,2015-06-06 03:00:00,-10.7,-16.4,990.0,4.63,A,225.0,5.41610040220442,1.5325568680981427,3,6,5.529429087511423
12820,16924,2015-06-06 04:00:00,-9.3,-17.9,991.0,2.79,A,240.0,5.480638923341991,1.0260415958332743,4,6,5.541263545158426
12821,16925,2015-06-06 05:00:00,-10.0,-17.1,993.0,5.455,A,228.0,5.429345628954441,1.696532619285034,5,6,5.41610040220442
12822,16926,2015-06-06 06:00:00,-10.7,-17.1,992.0,1.64,A,243.0,5.493061443340548,0.494696241836107,6,6,5.480638923341991
12823,16927,2015-06-06 07:00:00,-10.7,-15.7,1000.0,2.655,A,225.0,5.41610040220442,0.9764446546939021,7,6,5.429345628954441
12824,16928,2015-06-06 08:00:00,-10.0,-11.4,993.0,3.54,A,231.0,5.442417710521793,1.264126727145683,8,6,5.493061443340548
12825,16929,2015-06-06 09:00:00,-10.7,-13.6,997.0,1.765,A,231.0,5.442417710521793,0.56815069038526,9,6,5.41610040220442
12826,16930,2015-06-06 10:00:00,-7.1,-11.4,1002.0,2.655,A,306.0,5.723585101952381,0.9764446546939021,10,6,5.442417710521793
12827,16931,2015-06-06 11:00:00,-7.9,-12.9,992.0,2.915,A,294.0,5.683579767338681,1.0698698198024557,11,6,5.442417710521793
12828,16932,2015-06-06 12:00:00,-7.1,-14.3,989.0,5.08,A,231.0,5.442417710521793,1.6253112615903906,12,6,5.723585101952381
12829,16933,2015-06-06 13:00:00,-5.7,-17.1,980.0,6.62,A,249.0,5.517452896464707,1.890095369948917,13,6,5.683579767338681
12830,16934,2015-06-06 14:00:00,-4.3,-16.4,992.0,2.14,A,237.0,5.4680601411351315,0.7608058290337602,14,6,5.442417710521793
12831,16935,2015-06-06 15:00:00,-6.4,-16.4,996.0,4.88,A,249.0,5.517452896464707,1.5851452198650557,15,6,5.517452896464707
12832,16936,2015-06-06 16:00:00,-5.7,-14.3,987.0,5.795,A,264.0,5.575949103146316,1.756995476791715,16,6,5.4680601411351315
12833,16937,2015-06-06 17:00:00,-5.7,-17.9,989.0,6.435,A,276.0,5.62040086571715,1.86175184104809,17,6,5.517452896464707
12834,16938,2015-06-06 18:00:00,-7.1,-13.6,993.0,7.325,A,315.0,5.752572638825633,1.991293154903131,18,6,5.575949103146316
12835,16939,2015-06-06 19:00:00,-9.3,-13.6,1002.0,2.265,A,297.0,5.6937321388027,0.8175747589349974,19,6,5.62040086571715
12836,16940,2015-06-06 20:00:00,-10.0,-15.7,993.0,2.2,A,378.0,5.934894195619588,0.7884573603642703,20,6,5.752572638825633
12837,16941,2015-06-06 21:00:00,-10.7,-13.6,984.0,2.64,A,372.0,5.918893854273146,0.9707789171582248,21,6,5.6937321388027
12838,16942,2015-06-06 22:00:00,-10.7,-15.7,989.0,5.645,A,360.0,5.886104031450156,1.7307701976016252,22,6,5.934894195619588
12839,16943,2015-06-06 23:00:00,-11.4,-14.3,985.0,7.31,A,381.0,5.942799375126701,1.9892432737616872,23,6,5.918893854273146
12840,16944,2015-06-07 00:00:00,-8.6,-11.4,1001.0,8.975,A,366.0,5.902633333401366,2.1944429343743423,0,6,5.886104031450156
12841,16945,2015-06-07 01:00:00,-10.0,-14.3,988.0,12.87,A,381.0,5.942799375126701,2.554899021608035,1,6,5.942799375126701
12842,16946,2015-06-07 02:00:00,-9.3,-14.3,994.0,16.5,A,330.0,5.799092654460526,2.803360380906535,2,6,5.902633333401366
12843,16947,2015-06-07 03:00:00,-11.4,-15.7,984.0,20.795,A,273.0,5.60947179518496,3.034712573194875,3,6,5.942799375126701
12844,16948,2015-06-07 04:00:00,-10.0,-15.0,998.0,25.315,A,255.0,5.541263545158426,3.2313971054218724,4,6,5.799092654460526
12845,16949,2015-06-07 05:00:00,-12.9,-13.6,1001.0,28.585,A,231.0,5.442417710521793,3.3528821047159347,5,6,5.60947179518496
12846,16950,2015-06-07 06:00:00,-10.0,-17.1,999.0,30.375,A,228.0,5.429345628954441,3.4136199016607125,6,6,5.541263545158426
12847,16951,2015-06-07 07:00:00,-10.7,-17.1,984.0,34.505,A,228.0,5.429345628954441,3.5411042410725653,7,6,5.442417710521793
12848,16952,2015-06-07 08:00:00,-10.0,-15.7,988.0,35.67,A,240.0,5.480638923341991,3.5743099993708003,8,6,5.429345628954441
12849,16953,2015-06-07 09:00:00,-8.6,-17.1,992.0,2.14,A,228.0,5.429345628954441,0.7608058290337602,9,6,5.429345628954441
12850,16954,2015-06-07 10:00:00,-8.6,-16.4,985.0,4.88,A,222.0,5.402677381872279,1.5851452198650557,10,6,5.480638923341991
12851,16955,2015-06-07 11:00:00,-6.4,-18.6,997.0,6.295,A,246.0,5.5053315359323625,1.8397556674963105,11,6,5.429345628954441
12852,16956,2015-06-07 12:00:00,-4.3,-16.4,997.0,2.265,A,231.0,5.442417710521793,0.8175747589349974,12,6,5.402677381872279
12853,16957,2015-06-07 13:00:00,-5.7,-17.9,998.0,3.405,A,249.0,5.517452896464707,1.2252449396014757,13,6,5.5053315359323625
12854,16958,2015-06-07 14:00:00,-2.1,-16.4,982.0,3.92,A,309.0,5.733341276897746,1.366091653802371,14,6,5.442417710521793
12855,16959,2015-06-07 15:00:00,-3.6,-20.0,983.0,10.565,A,294.0,5.683579767338681,2.35754665106802,15,6,5.517452896464707
12856,16960,2015-06-07 16:00:00,-5.0,-15.0,987.0,17.84,A,306.0,5.723585101952381,2.8814431271518632,16,6,5.733341276897746
12857,16961,2015-06-07 17:00:00,-5.7,-15.0,990.0,23.15,A,324.0,5.780743515792329,3.1419947805322432,17,6,5.683579767338681
12858,16962,2015-06-07 18:00:00,-4.3,-15.0,996.0,29.21,A,261.0,5.564520407322694,3.3745111163996495,18,6,5.723585101952381
12859,16963,2015-06-07 19:00:00,-6.4,-18.6,987.0,34.145,A,198.0,5.288267030694535,3.5306161624130525,19,6,5.780743515792329
12860,16964,2015-06-07 20:00:00,-5.7,-20.0,993.0,41.795,A,192.0,5.2574953720277815,3.7327767151511195,20,6,5.564520407322694
12861,16965,2015-06-07 21:00:00,-6.4,-18.6,1000.0,50.36,A,204.0,5.318119993844216,3.9191972091761462,21,6,5.288267030694535
12862,16966,2015-06-07 22:00:00,-6.4,-20.0,1001.0,57.51,A,210.0,5.3471075307174685,4.051958845725663,22,6,5.2574953720277815
12863,16967,2015-06-07 23:00:00,-7.9,-22.1,997.0,63.32,A,198.0,5.288267030694535,4.148201235012811,23,6,5.318119993844216
12864,16968,2015-06-08 00:00:00,-7.9,-22.9,997.0,73.65,A,198.0,5.288267030694535,4.299324142908639,0,6,5.3471075307174685
12865,16969,2015-06-08 01:00:00,-10.0,-22.1,1009.0,83.23,A,213.0,5.3612921657094255,4.421607859758004,1,6,5.288267030694535
12866,16970,2015-06-08 02:00:00,-11.4,-22.9,991.0,92.935,A,189.0,5.241747015059643,4.531900324060317,2,6,5.288267030694535
12867,16971,2015-06-08 03:00:00,-11.4,-20.7,997.0,100.985,A,189.0,5.241747015059643,4.614971990960352,3,6,5.3612921657094255
12868,16972,2015-06-08 04:00:00,-10.0,-22.9,1007.0,110.925,A,201.0,5.303304908059076,4.708854297264973,4,6,5.241747015059643
12869,16973,2015-06-08 05:00:00,-10.7,-22.9,991.0,118.225,A,192.0,5.2574953720277815,4.772589588529939,5,6,5.241747015059643
12870,16974,2015-06-08 06:00:00,-12.1,-22.1,998.0,125.775,A,195.0,5.272999558563747,4.834494596377382,6,6,5.303304908059076
12871,16975,2015-06-08 07:00:00,-12.1,-21.4,1008.0,132.085,A,186.0,5.225746673713202,4.8834456547403,7,6,5.2574953720277815
12872,16976,2015-06-08 08:00:00,-11.4,-23.6,991.0,140.51,A,210.0,5.3471075307174685,4.945278660618249,8,6,5.272999558563747
12873,16977,2015-06-08 09:00:00,-8.6,-21.4,1008.0,148.825,A,210.0,5.3471075307174685,5.002771119039454,9,6,5.225746673713202
12874,16978,2015-06-08 10:00:00,-9.3,-21.4,1009.0,157.875,A,216.0,5.375278407684165,5.061803580670655,10,6,5.3471075307174685
12875,16979,2015-06-08 11:00:00,-9.3,-22.9,1009.0,163.31,A,204.0,5.318119993844216,5.095650235088652,11,6,5.3471075307174685
12876,16980,2015-06-08 12:00:00,-7.1,-21.4,998.0,169.37,A,219.0,5.389071729816501,5.13208567090303,12,6,5.375278407684165
12877,16981,2015-06-08 13:00:00,-8.6,-22.1,1007.0,178.2,A,207.0,5.332718793265369,5.182906515036709,13,6,5.318119993844216
12878,16982,2015-06-08 14:00:00,-7.9,-21.4,1005.0,188.265,A,219.0,5.389071729816501,5.237850544780519,14,6,5.389071729816501
12879,16983,2015-06-08 15:00:00,-5.7,-21.4,1006.0,194.915,A,186.0,5.225746673713202,5.272563566096945,15,6,5.332718793265369
12880,16984,2015-06-08 16:00:00,-6.4,-21.4,1002.0,203.98,A,195.0,5.272999558563747,5.318021949822372,16,6,5.389071729816501
12881,16985,2015-06-08 17:00:00,-9.3,-20.7,1001.0,210.88,A,219.0,5.389071729816501,5.351289251314142,17,6,5.225746673713202
12882,16986,2015-06-08 18:00:00,-7.9,-22.1,987.0,218.305,A,216.0,5.375278407684165,5.385893167553792,18,6,5.272999558563747
12883,16987,2015-06-08 19:00:00,-7.9,-20.0,1004.0,227.23,A,201.0,5.303304908059076,5.425962720383707,19,6,5.389071729816501
12884,16988,2015-06-08 20:00:00,-9.3,-22.9,987.0,236.935,A,201.0,5.303304908059076,5.467785841915164,20,6,5.375278407684165
12885,16989,2015-06-08 21:00:00,-10.7,-22.1,1006.0,243.245,A,192.0,5.2574953720277815,5.4940691658702745,21,6,5.303304908059076
12886,16990,2015-06-08 22:00:00,-8.6,-21.4,1000.0,250.795,A,198.0,5.288267030694535,5.52463587235589,22,6,5.303304908059076
12887,16991,2015-06-08 23:00:00,-10.0,-19.3,991.0,257.445,A,204.0,5.318119993844216,5.5508061050567115,23,6,5.2574953720277815
12888,16992,2015-06-09 00:00:00,-10.0,-19.3,995.0,267.385,A,186.0,5.225746673713202,5.588689567357694,0,6,5.288267030694535
12889,16993,2015-06-09 01:00:00,-10.0,-19.3,999.0,273.41,A,192.0,5.2574953720277815,5.610972500065717,1,6,5.318119993844216
12890,16994,2015-06-09 02:00:00,-10.0,-20.0,994.0,279.845,A,186.0,5.225746673713202,5.634235878463445,2,6,5.225746673713202
12891,16995,2015-06-09 03:00:00,-10.7,-22.1,989.0,285.155,A,204.0,5.318119993844216,5.653032892079714,3,6,5.2574953720277815
12892,16996,2015-06-09 04:00:00,-9.3,-22.1,999.0,292.555,A,207.0,5.332718793265369,5.678652683183733,4,6,5.225746673713202
12893,16997,2015-06-09 05:00:00,-8.6,-22.9,1002.0,298.225,A,192.0,5.2574953720277815,5.69784823516801,5,6,5.318119993844216
12894,16998,2015-06-09 06:00:00,-10.0,-18.6,1007.0,302.77,A,183.0,5.209486152841421,5.712973441357787,6,6,5.332718793265369
12895,16999,2015-06-09 07:00:00,-10.7,-20.0,998.0,306.79,A,222.0,5.402677381872279,5.726163474437768,7,6,5.2574953720277815
12896,17000,2015-06-09 08:00:00,-10.0,-20.7,997.0,310.435,A,219.0,5.389071729816501,5.737974539684347,8,6,5.209486152841421
12897,17001,2015-06-09 09:00:00,-8.6,-18.6,998.0,315.995,A,195.0,5.272999558563747,5.75572639067692,9,6,5.402677381872279
12898,17002,2015-06-09 10:00:00,-5.7,-20.0,996.0,320.265,A,195.0,5.272999558563747,5.7691487780874535,10,6,5.389071729816501
12899,17003,2015-06-09 11:00:00,-6.4,-20.0,989.0,328.815,A,204.0,5.318119993844216,5.795495282579401,11,6,5.272999558563747
12900,17004,2015-06-09 12:00:00,-4.3,-21.4,990.0,335.715,A,201.0,5.303304908059076,5.816262585740202,12,6,5.272999558563747
12901,17005,2015-06-09 13:00:00,-2.9,-20.7,998.0,342.115,A,222.0,5.402677381872279,5.835146937850728,13,6,5.318119993844216
12902,17006,2015-06-09 14:00:00,-3.6,-23.6,988.0,350.39,A,204.0,5.318119993844216,5.859046819842211,14,6,5.303304908059076
12903,17007,2015-06-09 15:00:00,-2.1,-21.4,997.0,356.79,A,198.0,5.288267030694535,5.877147373407264,15,6,5.402677381872279
12904,17008,2015-06-09 16:00:00,-4.3,-22.1,985.0,363.565,A,201.0,5.303304908059076,5.895958098044106,16,6,5.318119993844216
12905,17009,2015-06-09 17:00:00,-5.0,-20.7,993.0,369.375,A,219.0,5.389071729816501,5.911812388160363,17,6,5.288267030694535
12906,17010,2015-06-09 18:00:00,-6.4,-18.6,994.0,2.39,A,219.0,5.389071729816501,0.8712933659434193,18,6,5.303304908059076
12907,17011,2015-06-09 19:00:00,-9.3,-17.9,1002.0,4.13,A,213.0,5.3612921657094255,1.4182774069729414,19,6,5.389071729816501
12908,17012,2015-06-09 20:00:00,-7.1,-15.0,1002.0,3.415,A,222.0,5.402677381872279,1.2281774930227534,20,6,5.389071729816501
12909,17013,2015-06-09 21:00:00,-9.3,-12.9,1007.0,5.005,A,255.0,5.541263545158426,1.6104374127671839,21,6,5.3612921657094255
12910,17014,2015-06-09 22:00:00,-6.4,-15.7,993.0,6.795,A,228.0,5.429345628954441,1.916187047603107,22,6,5.402677381872279
12911,17015,2015-06-09 23:00:00,-5.7,-15.0,1004.0,10.065,A,222.0,5.402677381872279,2.309064059091755,23,6,5.541263545158426
12912,17016,2015-06-10 00:00:00,-7.9,-16.4,992.0,4.63,A,234.0,5.455321115357702,1.5325568680981427,0,6,5.429345628954441
12913,17017,2015-06-10 01:00:00,-7.1,-16.4,987.0,7.76,A,237.0,5.4680601411351315,2.048982334195127,1,6,5.402677381872279
12914,17018,2015-06-10 02:00:00,-9.3,-14.3,995.0,11.14,A,222.0,5.402677381872279,2.410542234499138,2,6,5.455321115357702
12915,17019,2015-06-10 03:00:00,-6.4,-15.0,1000.0,13.145,A,234.0,5.455321115357702,2.5760414581818445,3,6,5.4680601411351315
12916,17020,2015-06-10 04:00:00,-6.4,-15.7,998.0,17.275,A,210.0,5.3471075307174685,2.8492603696537335,4,6,5.402677381872279
12917,17021,2015-06-10 05:00:00,-7.9,-15.7,991.0,3.665,A,228.0,5.429345628954441,1.2988283353386147,5,6,5.455321115357702
12918,17022,2015-06-10 06:00:00,-8.6,-15.7,989.0,1.89,A,213.0,5.3612921657094255,0.636576829071551,6,6,5.3471075307174685
12919,17023,2015-06-10 07:00:00,-10.0,-14.3,1003.0,3.155,A,228.0,5.429345628954441,1.1489884959931764,7,6,5.429345628954441
12920,17024,2015-06-10 08:00:00,-9.3,-12.9,1002.0,4.13,A,267.0,5.58724865840025,1.4182774069729414,8,6,5.3612921657094255
12921,17025,2015-06-10 09:00:00,-5.7,-12.9,999.0,7.76,A,303.0,5.713732805509369,2.048982334195127,9,6,5.429345628954441
12922,17026,2015-06-10 10:00:00,-4.3,-13.6,998.0,9.8,A,285.0,5.652489180268651,2.2823823856765264,10,6,5.58724865840025
12923,17027,2015-06-10 11:00:00,-4.3,-14.3,1006.0,10.465,A,249.0,5.517452896464707,2.348036355897963,11,6,5.713732805509369
12924,17028,2015-06-10 12:00:00,-5.0,-15.0,995.0,2.415,A,249.0,5.517452896464707,0.881699287104536,12,6,5.652489180268651
12925,17029,2015-06-10 13:00:00,-4.3,-12.1,992.0,4.955,A,288.0,5.662960480135946,1.6003971677819513,13,6,5.517452896464707
12926,17030,2015-06-10 14:00:00,-3.6,-13.6,993.0,7.46,A,273.0,5.60947179518496,2.0095554142156695,14,6,5.517452896464707
12927,17031,2015-06-10 15:00:00,-5.0,-10.7,999.0,9.625,A,282.0,5.641907070938114,2.264363880173848,15,6,5.662960480135946
12928,17032,2015-06-10 16:00:00,-5.0,-12.9,1000.0,11.04,A,300.0,5.703782474656201,2.401525040848949,16,6,5.60947179518496
12929,17033,2015-06-10 17:00:00,-5.0,-12.1,1003.0,2.64,A,276.0,5.62040086571715,0.9707789171582248,17,6,5.641907070938114
12930,17034,2015-06-10 18:00:00,-9.3,-12.1,1007.0,2.655,A,297.0,5.6937321388027,0.9764446546939021,18,6,5.703782474656201
12931,17035,2015-06-10 19:00:00,-7.1,-10.0,1007.0,4.545,A,321.0,5.771441123130016,1.514027727629442,19,6,5.62040086571715
12932,17036,2015-06-10 20:00:00,-7.9,-10.7,999.0,2.39,A,333.0,5.808142489980444,0.8712933659434193,20,6,5.6937321388027
12933,17037,2015-06-10 21:00:00,-7.9,-11.4,1010.0,1.765,A,315.0,5.752572638825633,0.56815069038526,21,6,5.771441123130016
12934,17038,2015-06-10 22:00:00,-7.9,-12.1,1006.0,2.84,A,330.0,5.799092654460526,1.0438040521731147,22,6,5.808142489980444
12935,17039,2015-06-10 23:00:00,-7.9,-12.1,1003.0,3.665,A,330.0,5.799092654460526,1.2988283353386147,23,6,5.752572638825633
12936,17040,2015-06-11 00:00:00,-9.3,-12.9,1008.0,3.43,A,384.0,5.950642552587727,1.2325602611778486,0,6,5.799092654460526
12937,17041,2015-06-11 01:00:00,-10.0,-10.7,1002.0,3.755,A,402.0,5.996452088619021,1.3230882852160981,1,6,5.799092654460526
12938,17042,2015-06-11 02:00:00,-9.3,-13.6,1004.0,4.33,A,438.0,6.082218910376446,1.4655675420143985,2,6,5.950642552587727
